Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Non-Fatal,Substantial,Airplane,Pietenpol,Big Piet,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Vans,Rv14,1.0,NOT KNOWN,Personal,0.0,0.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Aeros Ltd,Skyranger,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Progressive Aerodyne,Searey,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172Rg,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cashen,Super Acro Sport,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Aviat,A1,1.0,Reciprocating,NOT KNOWN,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stoddard Hamilton,Glasair Ii,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Cirrus,Sr22,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,5.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Brumbaugh David R,Drb Raider,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,550,2.0,Turbo Jet,Ferry,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cirrus,Sr22,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Judd,Challenger Ii,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv7,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,95B55,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa46,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Rockwell,112A,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Substantial,Airplane,De Havilland,Beaver Dhc 2,1.0,Reciprocating,NOT KNOWN,1.0,4.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,210 5(205),1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv-8,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Valldejuli John A,Aerocomp,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Avid,Avid Magnum,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,175,1.0,NOT KNOWN,Personal,0.0,0.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,33,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa19,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,305A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Evektor Aerotechnik,Sportstar,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ayres,S2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,402,2.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,9.0,VMC
Incident,Non-Fatal,Minor,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Destroyed,Airplane,De Havilland,Dh82,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,1.0,0.0,NOT KNOWN
Incident,1.0,NOT KNOWN,Airplane,Airbus,A330,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,402,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Cessna,172,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,NOT KNOWN,Airplane,Boeing,767,2.0,NOT KNOWN,NOT KNOWN,0.0,1.0,1.0,216.0,NOT KNOWN
Incident,1.0,NOT KNOWN,Airplane,Airbus,A321,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,1.0,VMC
Accident,1.0,Substantial,Airplane,Boeing,757,2.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cirrus,Sr22,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At 502,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At 602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Beech,95B55,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T188,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At 502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,North American,At 6F,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aero Commander,S2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Culver,Lca,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Incident,Non-Fatal,Minor,Airplane,Airbus,A220,2.0,Geared Turbofan,NOT KNOWN,0.0,0.0,0.0,121.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stoddard-Hamilton,Glastar,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,NOT KNOWN,Airplane,Cessna,208,1.0,Turbo Prop,NOT KNOWN,4.0,0.0,5.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa46,1.0,Reciprocating,Business,0.0,0.0,0.0,7.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177Rg,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Minor,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Icon,A5,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Swearingen,Sa227,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ryan,Navion,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Air Tractor,At400,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Piper,Pa34,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,36,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv6,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,2.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cirrus,Sr22,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,4.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,E162,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Avid,Avid Mark Iv,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus,Sr22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Beech,V35,1.0,NOT KNOWN,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,P210,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Douglas,C 118A,4.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Douglas,Dc3C,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,510,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Cessna,Tu206,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,99.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Flight Test,1.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,NOT KNOWN,Airplane,Cessna,A185,1.0,NOT KNOWN,Personal,1.0,6.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Instructional,0.0,1.0,2.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa22-150,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A321,1.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28R,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,Destroyed,Airplane,Cessna,560,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,10.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Liberty Aerospace,Xl-2,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,1.0,Minor,Airplane,Boeing,737,2.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Piper,Pa25,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,NOT KNOWN,Airplane,Cessna,208,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Wheeler,Express Series 2000,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Diamond,Da20,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Raytheon,390,2.0,Turbo Fan,Business,0.0,0.0,0.0,5.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,R172,1.0,NOT KNOWN,Personal,0.0,1.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa34,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Air Tractor,At502,1.0,Turbo Prop,Positioning,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Airbus,A321,2.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,232.0,VMC
Accident,Fatal,Destroyed,Airplane,Beech,F33,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,De Havilland,Dh60,1.0,NOT KNOWN,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,NOT KNOWN,Airplane,Canadair,Cl600 2B16,2.0,Turbo Fan,Business,0.0,2.0,1.0,7.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 30,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,NOT KNOWN,Airplane,Airbus,A320,2.0,NOT KNOWN,NOT KNOWN,0.0,0.0,1.0,154.0,VMC
Accident,1.0,Minor,Airplane,Cessna,150,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,North American,T28A,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Beech,36,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,2.0,0.0,NOT KNOWN
Incident,1.0,NOT KNOWN,Airplane,Airbus,A320,2.0,Geared Turbofan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Consolidated Vultee,Bt13,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Pietenpol,Aircamper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,206,1.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,North American,At 6D,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,787,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,298.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Poberezny,Acro Sport Ii,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Lancair,Lancair Iv,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Embraer,Emb710,1.0,NOT KNOWN,Unknown,3.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Positioning,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Fantasy Air,Allegro,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Extra,Ea300,1.0,NOT KNOWN,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Rockwell,690,2.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Reims Aviation Cessna,F172N,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,2.0,NOT KNOWN
Incident,1.0,NOT KNOWN,Airplane,Mcdonnell Douglas,Md11,1.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Capes,Murphy Moose,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,De Havilland,Dhc6,2.0,Turbo Prop,Instructional,0.0,3.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Zenith,601Xlb,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Textron Aviation Inc,680A,2.0,Turbo Fan,Business,0.0,3.0,0.0,2.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,767,2.0,Turbo Fan,NOT KNOWN,0.0,1.0,0.0,158.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,NOT KNOWN,Airplane,Boeing,787,1.0,NOT KNOWN,NOT KNOWN,0.0,1.0,1.0,223.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Pitts,S2,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Flight Design,Ct2K,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,35,1.0,NOT KNOWN,Personal,0.0,0.0,2.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Giger Frank R,Nieuport Ii,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,T303,2.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A320,1.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,NOT KNOWN,Airplane,Cessna,150,1.0,NOT KNOWN,Instructional,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Beech,95B55,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,NOT KNOWN,0.0,0.0,0.0,10.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,U206,1.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,IMC
Incident,Non-Fatal,Minor,Airplane,Boeing,757,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,159.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,Tu206,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv7,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28R,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Champion,7Gcbc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus,Sr22,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A320,2.0,Geared Turbofan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Grumman,G164,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Aero Commander,200,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 31P,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,1.0,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Destroyed,Airplane,Beech,36,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,560Xl,1.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,10.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Velocity,Xl-5,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,M5,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus,Sr22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Pipistrel,Sinus 912,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,150,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Reims,F172,1.0,NOT KNOWN,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Moriarty Marvin,Aventura Ii,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,F33,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,Capella,Xs,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Cessna,182,1.0,NOT KNOWN,NOT KNOWN,4.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Meyers,Midget 0100,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
