Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Rockwell,690,2.0,Turbo Prop,Firefighting,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,Mx7,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M20V,1.0,NOT KNOWN,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Griff,Challenger,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,1.0,Substantial,Airplane,Casa,C212,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,E90,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,Quicksilver,Sport 2S,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,7Dc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Helio,H391,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ercoupe,415,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa24,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Kolb,Kolb Twinstar Tsp 1,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,James,Experimental Cub,1.0,NOT KNOWN,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Just Aircraft,Highlander,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,172,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,NOT KNOWN,Airplane,Cirrus,Sr20,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Brm Aero,Bristell Ng5,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Vans Acft Rv 6,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Karns,Sky Ranger,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Nanchang,Cj6,1.0,NOT KNOWN,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182M,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa32,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,1.0,Substantial,Airplane,Boeing,757,2.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,113.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Atr,Atr42,1.0,NOT KNOWN,NOT KNOWN,0.0,1.0,0.0,37.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Piper,Pa-11,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Pitts,S2,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,1.0,0.0,NOT KNOWN
Accident,1.0,Substantial,Airplane,Boeing,737-8H4,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Trella,T-21,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At402,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Quicksilver Aircraft Northeast,Sport,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Taylorcraft,Bc12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,10,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Flightstar,Fc-Ii,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa28R,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Kirk Ellis Wendell,Ptundradactyl,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Beech,A36,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC
Incident,Non-Fatal,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,122.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,North American,T28,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Taylorcraft,Bc12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Helio,H 250,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,L21,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,S7Ec,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus,Sr22,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Beech,65-A90,2.0,Turbo Prop,Skydiving,11.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Maule,M7-235B,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Elmwood,Christavia,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Quicksilver,Sport,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Waco,Ymf,1.0,NOT KNOWN,Aerial Observation,0.0,0.0,0.0,3.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Ercoupe,415,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Zenair,Ch601,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,NOT KNOWN,1.0,2.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa24,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,1.0,Minor,Airplane,Cessna,Cessna 441,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Rans,S6,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,65 C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa34,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv 6,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Beech,E55,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,De Havilland,Dhc-2,1.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,5.0,VMC
Accident,Non-Fatal,Minor,Airplane,Cessna,560,2.0,Turbo Jet,Business,0.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv 4,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,182,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Maule,M5,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grosch,Starduster Too,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Beechcraft,58,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,77,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,Maule,M6,1.0,NOT KNOWN,Personal,3.0,0.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Howard Steven C,Super,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa24,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Zenair,Ch750 Stol,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,L16A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa 28-180,1.0,NOT KNOWN,Unknown,4.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Vans,Rv8,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,95,2.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,208,1.0,Turbo Prop,Skydiving,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A320,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Skybolt,Smith Special Skybol,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Other Work Use,0.0,4.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28R,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Textron Aviation,B-300,2.0,Turbo Prop,Personal,10.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,23,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 12,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Cub Crafters,Cck-1865,1.0,NOT KNOWN,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,Tr182,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,NOT KNOWN
Incident,1.0,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Destroyed,Airplane,Glasair,Sh Ii,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,175,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,1.0,Destroyed,Airplane,Rans,S6,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,A23,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Rans,S12,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,American Aviation,Aa5,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,1.0,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,Tu206,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Boeing,777,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Incident,Non-Fatal,NOT KNOWN,Airplane,Boeing,777,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,272.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Diamond,Da40,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,23,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Merit Aviation Llc,Ccx-2000,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa-24-250,1.0,NOT KNOWN,NOT KNOWN,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,1.0,1.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,NOT KNOWN,Airplane,Beech,B36,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Banner Tow,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Fisher Flying Products,Super Koala,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Donald Bernard Higgs,Pietenpol,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa32,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Gulfstream,Gulfstream Gvi,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Destroyed,Airplane,Cessna,208,1.0,Turbo Prop,NOT KNOWN,0.0,6.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Rutan,Varieze,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,65,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Hi-Max,Hi-Max,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,19,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NOT KNOWN
Incident,1.0,Minor,Airplane,Boeing,747,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Diamond,Da 42 Ng,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa34,2.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,NOT KNOWN
Accident,Fatal,NOT KNOWN,Airplane,Cessna,172,1.0,Reciprocating,NOT KNOWN,1.0,1.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At301,1.0,Reciprocating,NOT KNOWN,0.0,1.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Piper,Pa 24-180,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC
Incident,Non-Fatal,Minor,Airplane,Boeing,737,2.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,156.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,De Havilland,Dhc2,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,C90,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,3.0,NOT KNOWN
Incident,1.0,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Icon,A-5,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa 20,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,525,2.0,Turbo Fan,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,De Havilland,Dhc2,1.0,NOT KNOWN,NOT KNOWN,3.0,1.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Quicksilver,Mxii,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,120,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Zenith,Ch601,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Diamond,Da 40,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Steen,Skybolt,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Airvan,Ga8,1.0,NOT KNOWN,NOT KNOWN,9.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa22,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T188,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,P206,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Thomas Wild,Avid,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Willie Bennett,Glastar,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa36,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,De Havilland,Dhc2,1.0,NOT KNOWN,NOT KNOWN,7.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A320,2.0,Geared Turbofan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
